=== [1/5] Thu Aug 20 00:04:53 UTC 2026 run_main_results.py --dataset toniot --seeds 42 43 44 ===
01:05:07 | INFO    | src.pipeline | [toniot] Preparing dataset (Delta t = 60s, mapping='primary')...
01:51:58 | INFO    | src.data.base_adapter | Reading /mnt/c/Users/kumar2_m/iiot-gnn-ids/data/raw/toniot/Train_Test_Network.csv ...
01:52:02 | INFO    | src.data.base_adapter | Loaded 461,043 rows, 45 raw columns from 1 file(s).
01:52:02 | INFO    | src.data.generic_adapter | [toniot] Matched identity/label columns: {'timestamp': 'ts', 'src_id': 'src_ip', 'dst_id': 'dst_ip', 'binary_label': 'label', 'attack_type': 'type'}
01:52:02 | INFO    | src.data.generic_adapter | [toniot] Data quality: {'n_rows_raw': 461043, 'n_rows_kept': 461043, 'n_distinct_assets': 11536, 'timestamp_parseable_frac': 1.0, 'has_peer_id': True, 'attack_type_source': 'column'}
01:52:11 | INFO    | src.graph.graph_builder | Graph built: 34,435 nodes | 20,336 interaction-edge endpoints | 45,798 temporal-edge endpoints
01:52:11 | INFO    | src.pipeline | [toniot] Prepared 34,435 window instances (27,326 train / 3,796 val / 3,313 test), 126 features.
01:58:46 | INFO    | src.pipeline | [toniot] Preparing dataset (Delta t = 60s, mapping='primary')...
01:58:46 | INFO    | src.data.base_adapter | Reading /mnt/c/Users/kumar2_m/iiot-gnn-ids/data/raw/toniot/Train_Test_Network.csv ...
01:58:51 | INFO    | src.data.base_adapter | Loaded 461,043 rows, 45 raw columns from 1 file(s).
01:58:51 | INFO    | src.data.generic_adapter | [toniot] Matched identity/label columns: {'timestamp': 'ts', 'src_id': 'src_ip', 'dst_id': 'dst_ip', 'binary_label': 'label', 'attack_type': 'type'}
01:58:51 | INFO    | src.data.generic_adapter | [toniot] Data quality: {'n_rows_raw': 461043, 'n_rows_kept': 461043, 'n_distinct_assets': 11536, 'timestamp_parseable_frac': 1.0, 'has_peer_id': True, 'attack_type_source': 'column'}
01:59:02 | INFO    | src.graph.graph_builder | Graph built: 34,435 nodes | 20,336 interaction-edge endpoints | 45,798 temporal-edge endpoints
01:59:02 | INFO    | src.pipeline | [toniot] Prepared 34,435 window instances (27,326 train / 3,796 val / 3,313 test), 126 features.
01:59:02 | INFO    | src.training.stage_detector_trainer | Fitting final Random Forest on full train split...
01:59:07 | INFO    | src.training.stage_detector_trainer | Fitting final GCN on full train split (transductive forward pass over full graph)...
01:59:15 | INFO    | src.training.stage_detector_trainer | Generating out-of-fold stacking features with 3-fold asset-disjoint CV...
01:59:21 | INFO    | src.training.stage_detector_trainer |   fold 1/3: 9109 held-out train instances scored
01:59:29 | INFO    | src.training.stage_detector_trainer |   fold 2/3: 9109 held-out train instances scored
01:59:35 | INFO    | src.training.stage_detector_trainer |   fold 3/3: 9108 held-out train instances scored
01:59:35 | INFO    | src.training.stage_detector_trainer | Fitting stacking meta-learner (type=logistic_regression)...
01:59:50 | INFO    | src.pipeline | [toniot] Preparing dataset (Delta t = 60s, mapping='primary')...
01:59:50 | INFO    | src.data.base_adapter | Reading /mnt/c/Users/kumar2_m/iiot-gnn-ids/data/raw/toniot/Train_Test_Network.csv ...
01:59:55 | INFO    | src.data.base_adapter | Loaded 461,043 rows, 45 raw columns from 1 file(s).
01:59:55 | INFO    | src.data.generic_adapter | [toniot] Matched identity/label columns: {'timestamp': 'ts', 'src_id': 'src_ip', 'dst_id': 'dst_ip', 'binary_label': 'label', 'attack_type': 'type'}
01:59:56 | INFO    | src.data.generic_adapter | [toniot] Data quality: {'n_rows_raw': 461043, 'n_rows_kept': 461043, 'n_distinct_assets': 11536, 'timestamp_parseable_frac': 1.0, 'has_peer_id': True, 'attack_type_source': 'column'}
02:00:06 | INFO    | src.graph.graph_builder | Graph built: 34,435 nodes | 20,336 interaction-edge endpoints | 45,798 temporal-edge endpoints
02:00:06 | INFO    | src.pipeline | [toniot] Prepared 34,435 window instances (27,326 train / 3,796 val / 3,313 test), 126 features.
02:00:06 | INFO    | src.training.stage_detector_trainer | Fitting final Random Forest on full train split...
02:00:11 | INFO    | src.training.stage_detector_trainer | Fitting final GCN on full train split (transductive forward pass over full graph)...
02:00:19 | INFO    | src.training.stage_detector_trainer | Generating out-of-fold stacking features with 3-fold asset-disjoint CV...
02:00:25 | INFO    | src.training.stage_detector_trainer |   fold 1/3: 9109 held-out train instances scored
02:00:33 | INFO    | src.training.stage_detector_trainer |   fold 2/3: 9109 held-out train instances scored
02:00:40 | INFO    | src.training.stage_detector_trainer |   fold 3/3: 9108 held-out train instances scored
02:00:40 | INFO    | src.training.stage_detector_trainer | Fitting stacking meta-learner (type=logistic_regression)...
02:00:57 | INFO    | run_reviewer_experiments | [toniot] Reviewer experiments done. Written to /mnt/c/Users/kumar2_m/iiot-gnn-ids/results/toniot/reviewer_experiments, /mnt/c/Users/kumar2_m/iiot-gnn-ids/results/manuscript_tables
=== [2/5] DONE Thu Aug 20 01:00:58 UTC 2026 ===
=== [3/5] Thu Aug 20 01:00:58 UTC 2026 toniot-only figure regeneration ===
02:01:03 | INFO    | step6_toniot_figs_only | [toniot] wrote window_sensitivity.png
02:01:03 | INFO    | step6_toniot_figs_only | [toniot] wrote graph_ablation.png
02:01:03 | INFO    | step6_toniot_figs_only | [toniot] wrote meta_learner_ablation.png
DONE toniot-only figure regeneration
=== [3/5] DONE Thu Aug 20 01:01:04 UTC 2026 ===
=== [4/5] Thu Aug 20 01:01:04 UTC 2026 run_final_validation.py --datasets toniot ===
02:01:15 | INFO    | run_final_validation | === Validating toniot ===
02:01:15 | INFO    | src.pipeline | [toniot] Preparing dataset (Delta t = 60s, mapping='primary')...
02:01:15 | INFO    | src.data.base_adapter | Reading /mnt/c/Users/kumar2_m/iiot-gnn-ids/data/raw/toniot/Train_Test_Network.csv ...
02:01:21 | INFO    | src.data.base_adapter | Loaded 461,043 rows, 45 raw columns from 1 file(s).
02:01:21 | INFO    | src.data.generic_adapter | [toniot] Matched identity/label columns: {'timestamp': 'ts', 'src_id': 'src_ip', 'dst_id': 'dst_ip', 'binary_label': 'label', 'attack_type': 'type'}
02:01:21 | INFO    | src.data.generic_adapter | [toniot] Data quality: {'n_rows_raw': 461043, 'n_rows_kept': 461043, 'n_distinct_assets': 11536, 'timestamp_parseable_frac': 1.0, 'has_peer_id': True, 'attack_type_source': 'column'}
02:01:33 | INFO    | src.graph.graph_builder | Graph built: 34,435 nodes | 20,336 interaction-edge endpoints | 45,798 temporal-edge endpoints
02:01:33 | INFO    | src.pipeline | [toniot] Prepared 34,435 window instances (27,326 train / 3,796 val / 3,313 test), 126 features.
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- no_asset_in_multiple_splits: all assets confined to exactly one split
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- scaler_fit_train_only: scaler means match a TRAIN-only independent refit
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- no_test_leakage_in_threshold_selection: threshold selector's only call site and body reference val, never test
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- oof_subgraph_train_only: induced subgraph has 27326 nodes, all train=True
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- forecaster_pre_cutoff_only: 0/21313 instances contain any IMP-labeled window in their prefix
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- no_imp_evidence_in_forecaster_features: feature dim=127 (expected 127, IMP column never concatenated); gate probabilities not saturated by IMP mass: True
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- no_synthetic_data: no .SYNTHETIC_DATA_MARKER present
02:01:40 | INFO    | run_final_validation | [toniot] PASS -- provenance_stamps_present: all files stamped
02:01:40 | INFO    | run_final_validation | Summary: 8/8 checks passed. Report: /mnt/c/Users/kumar2_m/iiot-gnn-ids/results/VALIDATION_REPORT.json
=== [4/5] DONE Thu Aug 20 01:01:41 UTC 2026 ===
=== [5/5] ALL DONE Thu Aug 20 01:01:41 UTC 2026 ===
